frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
6,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
6,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
6,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
6,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
6,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
6,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
6,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
7,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
7,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
7,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
7,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
7,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
7,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
7,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
7,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
8,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
8,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
8,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
8,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
8,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
8,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
8,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
8,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
9,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
9,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
9,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
9,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
9,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
9,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
9,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
9,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
10,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
10,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
10,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
10,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
10,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
10,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
10,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
10,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
11,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
11,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
11,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
11,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
11,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
11,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
11,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
11,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
12,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
12,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
12,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
12,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
12,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
12,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
12,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
12,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
13,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
13,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
13,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
13,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
13,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
13,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
13,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
13,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
14,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
14,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
14,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
14,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
14,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
14,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
14,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
14,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
15,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
15,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
15,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
15,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
15,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
15,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
15,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
15,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
16,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
16,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
16,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
16,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
16,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
16,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
16,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
16,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
17,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
17,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
17,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
17,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
17,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
17,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
17,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
17,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
18,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
18,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
18,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
18,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
18,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
18,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
18,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
18,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
19,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
19,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
19,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
19,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
19,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
19,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
19,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
19,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
20,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
20,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
20,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
20,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
20,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
20,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
20,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
20,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
21,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
21,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
21,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
21,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
21,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
21,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
21,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
21,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
22,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
22,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
22,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
22,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
22,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
22,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
22,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
22,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
23,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
23,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
23,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
23,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
23,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
23,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
23,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
23,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
24,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
24,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
24,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
24,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
24,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
24,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
24,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
24,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
25,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
25,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
25,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
25,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
25,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
25,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
25,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
25,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
26,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
26,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
26,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
26,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
26,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
26,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
26,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
26,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
27,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
27,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
27,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
27,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
27,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
27,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
27,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
27,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
28,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
28,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
28,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
28,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
28,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
28,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
28,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
28,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
29,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
29,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
29,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
29,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
29,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
29,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
29,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
29,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
30,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
30,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
30,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
30,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
30,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
30,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
30,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
30,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
31,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
31,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
31,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
31,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
31,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
31,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
31,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
31,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
32,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
32,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
32,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
32,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
32,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
32,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
32,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
32,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
33,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
33,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
33,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
33,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
33,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
33,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
33,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
33,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
34,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
34,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
34,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
34,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
34,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
34,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
34,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
34,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
35,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
35,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
35,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
35,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
35,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
35,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
35,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
35,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
36,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
36,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
36,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
36,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
36,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
36,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
36,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
36,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
37,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
37,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
37,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
37,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
37,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
37,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
37,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
37,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
38,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
38,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
38,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
38,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
38,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
38,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
38,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
38,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
39,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
39,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
39,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
39,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
39,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
39,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
39,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
39,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
40,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
40,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
40,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
40,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
40,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
40,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
40,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
40,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
41,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
41,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
41,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
41,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
41,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
41,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
41,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
41,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
42,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
42,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
42,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
42,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
42,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
42,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
42,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
42,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
43,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
43,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
43,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
43,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
43,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
43,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
43,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
43,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
44,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
44,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
44,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
44,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
44,6,878.4,107.28,49.10000000000002,38.44,-1,-1,-1,-1
44,8,1176.01,82.17,77.1099999999999,91.91000000000001,-1,-1,-1,-1
44,0,1285.84,363.23,230.51999999999998,183.67999999999995,-1,-1,-1,-1
44,3,931.96,78.33,81.36000000000001,67.67999999999999,-1,-1,-1,-1
45,1,558.36,94.45,105.13,74.86,-1,-1,-1,-1
45,2,573.7,72.89,87.70999999999992,72.16000000000001,-1,-1,-1,-1
45,4,913.24,93.02,58.89999999999998,51.55,-1,-1,-1,-1
45,5,894.24,95.32,50.67999999999995,48.68000000000001,-1,-1,-1,-1
